document_name,category,text,answer
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,Parties,"Purchaser, Sponsor, Platinum Partners Value Arbitrage Fund L.P., Snowy August Fund I LP, PEEK Investments LLC, each other party hereto identified on the signature page(s) hereto","PEEK Investments LLC (""Purchaser""); Platinum Partners Value Arbitrage Fund L.P (""Sponser""); Snowy August Fund ILP (""Sponser"")"
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"July 16, 2012",7/16/12
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,Effective Date,"July 16, 2012 THIS SPONSORSHIP AGREEMENT (""Agreement"") is entered into and effective as of the date first written above (""Effective Date"") by and among PEEK Investments LLC, a Delaware limited liability company (""Purchaser""), and each other party hereto identified on the signature page(s) hereto (each, a ""Sponsor"").",7/16/12
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"This Agreement shall automatically terminate at and as of (the first to occur of): (a) 12:00 midnight, New York City time, on the 30th day after the Effective Date (if Purchaser has not commenced the Offer, with the unanimous consent of the Sponsors, by then); (b) the expiration of the Offer (if the Offer is not consummated pursuant to the terms of the Offer), subject to any extension or subsequent offering period; and (c) the expiration of the Interim Period (if the Offer is consummated pursuant to the terms of the Offer), in any case, unless sooner terminated by unanimous written consent of the Participating Sponsors; provided, however, that any liability for failure to comply with this Agreement shall survive any such termination.",8/15/12
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,Governing Law,"This Agreement shall be governed by and construed in accordance with, the laws of the State of New York applicable to contracts executed in and to be performed in that State. All actions arising out of or relating to this Agreement shall be heard and determined exclusively in any New York state or federal court sitting in the Borough of Manhattan of The City of New York.",New York
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,Parties,"Client, Intuit, Stamps.com Inc., Intuit Inc.","Intuit Inc. (""Intuit""); Stamps.com Inc. (""Client"")"
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"14th day of May, 1999",5/14/99
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,Effective Date,"14th day of May, 1999",5/14/99
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"Unless otherwise terminated as specified in this Section 12, the ---- term of this Agreement shall begin on the Effective Date and will not end until the later of (a) twelve (12) months from the Launch Date; or (2) the date Intuit displays a total of 176,717,916 Impressions in accordance with the terms set forth herein (""Term"").",
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,Governing Law,"This Agreement and the performance of the parties under this Agreement shall be governed by and construed in accordance with the laws of the State of California, U.S.A., except that body of law concerning conflicts of laws.",California
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,Parties,"Sponsor, Forty Niners SC, Violin Memory, Inc., Forty Niners SC Stadium Company LLC, For purposes of this Agreement, Forty Niners SC and Sponsor may each be referred to individually as a ""Party"" and may be collectively referred to as the ""Parties.""","Forty Niners SC Stadium Company LLC (""Forty Niners SC""); Violin Memory, Inc. (""Sponsor""); Forty Niners SC and Sponsor (individually as a “Party” and collectively as the “Parties."")"
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"June 13, 2012",6/13/12
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,Effective Date,"June 13, 2012",6/13/12
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"This Agreement shall commence on the ""Effective Date"" and shall continue for ten (10) Contract Years, unless terminated in accordance with the provisions of Section 6 of this Agreement or extended by renewal by written agreement of the Parties in accordance with the provisions of Section 13(o) of this Agreement (the ""Term"").",6/13/22
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,Governing Law,This Agreement shall be governed by and construed in accordance with the laws of the State of California without regard to its conflict of laws provisions.,California
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF,Parties,"XYBERNAUT CORPORATION, AJR, XC, ALEX JOB RACING, INC.","XYBERNAUT CORPORATION (""XC""); ALEX JOB RACING, INC. (""AJR"");"
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"May 1, 2002",05/01/2002
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"Subject to earlier termination as provided for herein, the term of this Agreement shall commence as of the date hereof and shall terminate at the end of the Season which is scheduled to end on October 12, 2002 (the ""Term"").",10/12/2002
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF,Governing Law,"This Agreement and all acts and transactions hereunder shall in all respects be governed by and construed in accordance with the laws of the Commonwealth of Virginia, without regard to any of its conflicts of laws principles which would result in the application of the substantive laws of\n\n\n\n\n\nanother jurisdiction.",Virginia
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",Document Name,CORPORATE SPONSORSHIP AGREEMENT,CORPORATE SPONSORSHIP AGREEMENT
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",Parties,"Torvec, Vendor, Phoenix Performance, LLC, Torvec Inc.","Phoenix Performance, LLC (""Vendor""); Torevic Inc. (""Torvec"")"
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",Agreement Date,"May 18, 2010",5/18/10
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",Effective Date,"May 18, 2010",5/18/10
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",Expiration Date,"The term of this Agreement (the ""Term"") shall commence on the Effective Date and conclude on October 31, 2010, unless renewed by agreement or sooner terminated in accordance with this Agreement.",10/31/10
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",Governing Law,This Agreement is to be governed and construed according to the laws of the State of New York without regard to conflicts of law.,New York
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF,Parties,"Vitamin Shoppe Industries, Inc., Sponsor, drkoop.com, drkoop.com, inc","drkoop.com, inc.""drkoop.com""; Vitamin Shoppe Industries, Inc. ""Sponsor"""
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"11th day of March, 1999",03/11/1999
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"If the Launch Date has not occurred by August 31, 1999, Sponsor shall, in its sole discretion, be entitled to terminate this Agreement without any liability and receive a full refund of all amounts paid by Sponsor to drkoop.com pursuant to this Agreement prior to the date of such termination., The initial term (the ""Initial Term""; and together with all extensions and renewals, the ""Term"") will begin on the date set forth above * * * (the ""Launch Date"") on which: (i) each of the Sponsor Areas of the drkoop.com Website are operational in accordance with the terms of this Agreement (other than the e-commerce tile placements); and (ii) the links to the Sponsor Website or Vitamin Buzz contained in the Sponsor logos or the Sponsor banner advertisements are established in accordance with the terms of this Agreement, subject to earlier termination as set forth in this Agreement.",
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF,Governing Law,"This Agreement shall be construed and enforced in accordance with the laws of the State of Delaware, but without giving effect to its laws or rules relating to conflicts of laws.",Delaware
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,Parties,"Excite, Excite, Inc., Client, CyberShop","Excite, Inc.""Excite""; CyberShop ""Client"""
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"31st day of March, 1998",3/31/98
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,Effective Date,"31st day of March, 1998",3/31/98
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"In the event that Excite has not delivered XXXXXXXXXXXXXXXX clickthroughs to the Client Site by the end of twelve (12) months after the Launch Date, the first year of the term of the Agreement will be extended without additional sponsorship and advertising fees for up to an additional four (4) months., ""The term of this Agreement will begin on the Launch Date and will not end until Excite displays of a total of XXXXXXXXXXXXX impressions of Clients advertising banners and promotional placements on the Excite Site and Excite has made reasonable commercial efforts to deliver, at minimum, a goal of XXXXXXXX clickthroughs to the Client Site."", ""Regardless of Excites actual delivery of impressions and clickthroughs, the term of this Agreement will not be shorter than two (2) years after the display of the first of Clients advertising banners and promotional placements, subject to the termination rights set forth below.""",perpetual
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,Governing Law,"This Agreement will be governed by and construed in accordance with the laws of the State of New York, notwithstanding the actual state or country of residence or incorporation of Excite or Client.",New York
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Parties,"iVillage, Inc., FMM and iVillage may be referred to generically as a ""Party"", or collectively as ""Parties""., iVillage, FMM, Ford Motor Media","J. Walter Thompson (""FMM""); iVillage, Inc. (""iVillage"")(referred to generically as a ""Party"", orcollectively as ""Parties"")"
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"December 18, 1998",12/18/98
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"The initial production period shall be for a period of two (2) months to commence on November 4, 1998 (the ""Production Period""), and the remaining term of this Agreement shall be for a period of twenty four (24) months to commence on the tentative launch date of January 4, 1999, unless terminated earlier as provided herein (the ""Promotion Period""), (The Production Period and the Promotion Period shall be collectively referred to as the ""Initial Term"").",01/04/2001
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Renewal Term,"The Parties agree that prior to July 1, 2000, iVillage will provide FMM with the opportunity to renew this Agreement (the ""Renewal Term"") on terms set forth in a proposal (the ""Proposal) to be presented to FMM. FMM shall indicate its acceptance or rejection of the Proposal no later than August 31, 2000. If iVillage does not receive FMM\s acceptance or rejection of the Proposal by August 31, 2000, iVillage may interpret FMM\s non response as a rejection of the Proposal.",
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Governing Law,"Agreement shall be governed by, and construed in accordance with the laws of the State of New York without regard to the conflicts of laws principles thereof.",New York
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Most Favored Nation,"In addition, in the event that iVillage desires to form a sponsorship relationship with an automobile rental company during the term of this Agreement, iVillage shall notify Hertz and provide Hertz with an opportunity to enter into such a relationship with iVillage, on not less favorable terms than those offered to any other automobile rental company.",Yes
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Parties,"(""Logan\s"", SRP, Southern Racing Promotions, Inc., ""Logans Roadhouse, Inc.,""","Southern Racing Promotions, Inc. (""SRP""); Logans Roadhouse, Inc. (""Logans"")"
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"24th day of February, 1998,",2/24/98
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"The term of this Agreement shall commence on the date hereof and, unless terminated as provided herein, shall continue through November 30, 1998.",11/30/98
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Governing Law,This Agreement shall be constructed under and governed by the laws of the State of Tennessee.,Tennessee
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Parties,"FNW, Sponsor, FOOTBALL NORTHWEST LLC, MERCATA, Inc.","Football Northwest LLC, (""FNW""); Mercata, Inc., (""Sponsor"")"
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"July 12, 1999",07/12/1999
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Effective Date,"July 19, 1999",7/19/99
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"The term of this Agreement shall commence on July 19, 1999 and shall ---- thereafter continue until all above described Sponsor benefits are completed, but in no event beyond the end of the 1999 season (the ""Term"").",
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Governing Law,This Agreement shall be deemed to have been made in the -------------- state of Washington and shall be construed in accordance with the laws of the state of Washington.,Washington
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Parties,"Hydron, MIAMI DOLPHINS, LTD., Dolphins, HYDRON TECHNOLOGIES, INC.","HYDRON TECHNOLOGIES, INC. (""Hydron""); MIAMI DOLPHINS, LTD. (""Dolphins"")"
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"1st day of January, 1997",01/01/1997
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Effective Date,"1st day of January, 1997",01/01/1997
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"If Hydron does not timely exercise its right to terminate this Agreement, then Hydron agrees that this Agreement shall continue for the entire four (4) year term unless earlier terminated pursuant to Section 8 of this Agreement.",01/01/2001
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Governing Law,This Agreement shall be governed by and construed in accordance with the laws of the State of Florida.,Florida
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Parties,"Excite, Sponsor, Excite, Inc., N2K Inc.","Excite, Inc. (""Excite""); N2K, Inc. (""Sponsor"")"
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"23rd day of September, 1997",9/23/97
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Effective Date,"23rd day of September, 1997",9/23/97
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Expiration Date,The term of this Agreement will begin on the Effective Date and will end on the second (2nd) anniversary of the Commencement Date.,9/23/99
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Governing Law,This Agreement will be governed by and construed in accordance with the laws of the State of New York,New York
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Parties,"RMF Empire, Inc. DBA West Coast Customs, Bosch International, LLC / XLI Technologies, Inc., WCC, XLI","RMF Empire, In. DBA West Coast Customs (""WCC""); Bosch International, LLC / XLI Technologies, Inc. (""XLI"")"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Agreement Date,"December 1st, 2015",12/01/2015
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Effective Date,"December 1st, 2015",12/01/2015
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Expiration Date,"Unless earlier terminated, this Agreement shall take effect on December 1st, 2015 and shall expire on November 30, 2016.",11/30/16
